unitid,fice,pubst,pbalph,"system","sequen","status","instnm","addr","city","stabbr","zip","gentele",cnty,congdist,"countynm",affil,calsys,hloffer,procc,pr2yr,prlib,prtea,prprof,geost,oereg,obereg,"race",control,type,iclevel,sex,lgrnt,"cncesc",sum2yr,sum4yr,sumpos,eve2yr,eve4yr,evepos,excntl,citysi,admreq,estmo,estyr,"fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,period,stcnty,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"181686","29003","37","210","","","5","STHESTN NE TECH CC AREA","8800 O STREET","LINCOLN","NE","68520",".","","1","LANCASTER","13","2","3","1","1","0","0","0","37","2","4","9","1","3","2","3","0","E01","1","0","0","1","0","0","1","2","1","7","","070000","100000","0","594","954","0","0","0","585","894","5","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","5"
"181312","29005","37","130","","","5","MID PLAINS CC AREA","416 NORTH JEFFERS","NORTH PLATTE","NE","69101",".","","3","LINCOLN","14","1","3","1","1","0","0","0","37","2","4","9","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","2","7","","090000","050000","0","500","635","0","0","0","460","1000","5","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"180902","29007","37","20","","","5","CENTRAL CMTY COLLEGE","P.O. BOX C","GRAND ISLAND","NE","68802",".","","3","HALL","13","1","3","1","1","0","0","0","37","2","4","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","","","000000","000000","0","624","936","0","0","0","612","918","5","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","5"
"29009","29009","11","220","","","0","U ALASKA ANCHORAGE JT LIB","3211 PROVIDENCE DRIVE","ANCHORAGE","AK","99504",".","","99","","","","","","","","","","11","4","8","7","1","4","1","3","","","0","0","0","0","0","0","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29012","29012","14","1740","","","0","MENNONITE-PACIFIC JT LIB","1717 S CHESTNUT AVENUE","FRESNO","CA","93702",".","","18","","","","","","","","","","14","4","8","7","2","2","1","3","","","0","0","0","0","0","0","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129020","29013","16","440","A","02","8","UNIV OF CONNECTICUT","","STORRS","CT","06268",".","","2","TOLLAND","12","1","8","1","0","1","1","1","16","1","1","5","1","1","1","3","1","A01","0","1","1","0","1","1","1","1","2","","","000000","000000","0","1657","4593","0","1892","4148","1267","1146","5","","1","","","","1","","1","","","1","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1","","","","","","","","","","","1","","1","","","","","1","","1","","","1","","1","","","1","","","","","","","3"
"29014","29014","23","80","","","0","BETHANY-NTHN BAPT JT LIB","","OAK BROOK","IL","60521",".","","13","","","","","","","","","","23","2","3","7","2","2","1","","","","0","0","0","0","0","0","4","","0","","","000000","230000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143367","29017","23","160","","","5","BRISK RABBINICAL COLLEGE","2965 WEST PETERSON","CHICAGO","IL","60659",".","","9","COOK","21","1","6","","","","","1","23","2","3","5","2","2","1","1","0","D11","0","0","0","0","0","0","2","7","6","9","","090000","060000","2100","0","0","2100","0","0","500","1600","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210809","29018","48","70","","","5","THE AMERICAN COLLEGE","270 BRYN MAWR AVENUE","BRYN MAWR","PA","19010",".","","13","DELAWARE","21","1","7","","","","","1","48","1","2","5","2","2","1","3","0","E04","0","0","0","0","0","0","2","7","2","3","","030000","000000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"235769","29019","57","230","","","5","LUTHRN BIBLE INST SEATTLE","4221 228TH S.E.","ISSAQUAH","WA","98027",".","","8","KING","67","2","4","","","","","1","57","4","8","5","2","2","1","3","0","D01","1","1","0","1","1","0","3","5","2","9","","090000","050000","2708","0","0","0","0","0","723","1564","7","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"141565","29020","21","70","A","02","E","UNIV OF HAWAII AT HILO","1400 KAPIOLANI STREET","HILO","HI","96720",".","","2","HAWAII","12","1","4","1","","1","1","","21","4","8","3","1","2","1","3","0","C01","1","1","0","1","1","0","1","1","2","9","","090000","050000","0","790","2900","0","0","0","984","1097","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"164368","29021","31","90","","","5","A D LITTLE MGMT EDU INST","ACORN PARK","CAMBRIDGE","MA","02140",".","","8","MIDDLESEX","25","5","6","","","","","1","31","1","1","6","2","2","1","3","0","D05","0","0","0","0","0","0","2","7","8","3","","030000","080000","0","0","0","13120","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"105589","29022","12","270","","","5","PRESCOTT COLLEGE","220 GROVE AVENUE","PRESCOTT","AZ","86301",".","","3","YAVAPAI","21","4","4","","","1","","","12","4","6","5","2","2","1","3","0","C01","0","0","0","0","1","0","2","1","2","1","","010000","050000","4200","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"29024","29024","13","290","G","00","2","STHN ARK U ALL CAMPUSES","","MAGNOLIA","AR","71753",".","","4","","","","6","","","","","","13","3","5","","1","7","7","3","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107965","29025","13","300","G","99","4","STHN ARK U CENTRAL OFFICE","","MAGNOLIA","AR","71753",".","","4","COLUMBIA","","","","","","","","","13","3","5","7","1","7","7","3","0","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29026","29026","18","20","","","5","BEACON COLLEGE","2706 ONTARIO ROAD N W","WASHINGTON","DC","20009",".","","","","21","5","6","0","0","1","0","0","18","1","2","5","2","2","1","3","0","C01","1","1","1","1","1","1","2","8","2","8","","080000","110000","3000","0","0","3000","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112385","29027","14","770","H","04","E","COASTLINE CMTY COLLEGE","11460 WARNER AVENUE","FOUNTAIN VLY","CA","92708",".","","40","ORANGE","14","1","3","1","1","0","0","0","14","4","8","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","5","1","6","","090000","060000","0","100","2160","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"141307","29028","20","820","","","5","WAYCROSS JUNIOR COLLEGE","2001 FRANCIS STREET","WAYCROSS","GA","31501",".","","8","WARE","12","2","3","1","1","","","","20","3","5","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","2","12","","090000","060000","0","678","1971","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"178794","29029","35","470","E","05","E","PIONEER COMMUNITY COLLEGE","6217 PROSPECT","KANSAS CITY","MO","64130",".","","5","JACKSON","13","5","3","1","1","","","","35","2","4","1","1","3","2","3","0","E01","1","0","0","1","0","0","1","6","1","1","","010000","000000","0","660","1500","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"29030","29030","52","520","C","00","A","ST U-CC SYS TENN ALL INST","","NASHVILLE","TN","37217",".","","5","","","","","","","","","","52","3","5","1","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29031","29031","52","530","C","98","C","ST U-CC SYS TENN SYS OFF","1161 MURFREESBORO ROAD","NASHVILLE","TN","37217",".","","5","DAVIDSON","","","","","","","","","52","3","5","7","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122621","29032","14","2300","","","5","SAN FRISCO CC DISTRICT","33 GOUGH STREET","SAN FRANCISCO","CA","94103",".","","6","SAN FRANCISCO","14","1","3","1","1","","","","14","4","8","E","1","3","2","3","0","E01","1","1","0","1","1","0","1","8","1","","","000000","000000","0","100","2400","0","0","0","0","0","0","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","1","","","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9"
"157933","29034","27","590","","","5","WATTERSON COLLEGE","4400 BRECKINRIDGE LANE","LOUISVILLE","KY","40218",".","","3","JEFFERSON","25","2","3","1","0","","","","27","3","5","5","2","3","2","3","0","E01","1","0","0","1","0","0","2","4","2","2","","050000","020000","3968","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"137148","29035","19","850","","","X","UNIVERSITY OF SARASOTA","2080 RINGLING BOULEVARD","SARASOTA","FL","33577",".","","13","SARASOTA","21","1","8","","","","1","0","19","3","5","5","2","2","1","3","0","D08","0","1","1","0","1","1","2","2","4","3","","030000","010000","2850","0","0","1900","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194116","29036","42","1590","","","5","NY SCH OF INTERIOR DESIGN","155 EAST 56TH STREET","NEW YORK","NY","10022",".","","15","NEW YORK","21","1","4","1","","1","","1","42","1","2","5","2","2","1","3","0","E01","1","1","0","1","1","1","2","8","2","3","","010000","050000","4490","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","21"
"29038","29038","14","3060","X","00","2","WSTN ST U C LAW ALL CAM","1111 N STATE COLLEGE BLVD","FULLERTON","CA","92631",".","","39","","","","5","","","","","","14","4","8","","2","7","7","3","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"126021","29039","14","3070","X","99","4","WSTN ST U C LAW CEN OFF","1111 N STATE COLLEGE BLVD","FULLERTON","CA","92631",".","","39","ORANGE","","","","","","","","","14","4","8","7","2","7","7","3","0","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190558","29040","42","490","B","21","E","CUNY C OF STATEN ISLAND","130 STUYVESANT PLACE","STATEN ISLAND","NY","10301",".","","14","RICHMOND","14","1","7","1","0","1","1","1","42","1","2","5","1","2","1","3","2","B01","1","1","1","1","1","1","1","1","2","6","","090000","060000","0","1338","2628","0","1978","3278","0","0","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1"
"29041","29041","14","2360","W","00","A","S JOSE CC DIST SYS ALL IN","","SAN JOSE","CA","95121",".","","13","","","","","","","","","","14","4","8","7","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122737","29042","14","2370","W","98","C","SAN JOSE CC DIST SYS OFF","4750 SAN FELIPE ROAD","SAN JOSE","CA","95135",".","","13","SANTA CLARA","","","","","","","","","14","4","8","7","0","7","7","","0","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243832","29044","66","110","","","5","INC ELEC DATA PROC C PR","MUNOZ RIVERA 555","HATO REY","PR","00918",".","","","","25","1","4","0","","1","","0","66","7","9","4","2","2","1","3","0","E01","1","1","0","1","1","0","2","1","2","3","","030000","090000","1860","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204477","29045","45","900","","","5","NTHESTN OHIO UNIV COL MED","4209 STATE ROUTE 44","ROOTSTOWN","OH","44272",".","","11","PORTAGE","12","5","5","","","","","1","45","2","3","5","1","2","1","3","0","D02","0","0","0","0","0","0","1","4","4","11","","090000","050000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"236300","29046","57","290","","","5","PUGET SOUND CHR. COL.","BOX C 2006 410 4TH AVE N","EDMONDS","WA","98020",".","","1","SNOHOMISH","21","2","4","","","","","1","57","4","8","5","2","2","1","3","0","D01","0","0","0","0","1","0","2","5","2","9","","090000","060000","2400","0","0","0","0","0","765","1260","7","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"221883","29047","52","730","","","5","TOMLINSON COLLEGE","P O BOX 3030","CLEVELAND","TN","37311",".","","3","BRADLEY","96","1","3","1","1","0","","","52","3","5","5","2","3","2","3","0","E01","1","0","0","1","0","0","3","1","2","9","","090000","050000","2510","0","0","0","0","0","850","1250","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"137777","29048","19","810","","","5","TALMUDIC C OF FLORIDA","4014 CHASE AVENUE","MIAMI BEACH","FL","33140",".","","18","DADE","21","1","5","","","","0","1","19","3","5","5","2","2","1","1","0","D01","0","1","1","0","1","1","2","5","6","8","","090000","060000","0","0","0","0","0","0","1000","1200","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142832","29049","23","10","","","5","ALFRED ADLER INST CHICAGO","159 NORTH DEARBORN ST","CHICAGO","IL","60601",".","","7","COOK","21","2","7","","","","","1","23","2","3","5","2","2","1","3","0","D10","0","0","1","0","0","1","2","8","8","9","","090000","040000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"144148","29050","23","270","B","11","9","CITY C CHGO CITY-WIDE C","30 EAST LAKE STREET","CHICAGO","IL","60601",".","","7","COOK","14","1","3","1","1","","","","23","2","3","E","1","3","2","3","0","E01","1","1","0","0","0","0","1","8","2","11","","110000","050000","0","710","1660","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"149329","29052","23","1580","","","5","TELSHE YESHIVA-CHICAGO","3535 WEST FOSTER","CHICAGO","IL","60625",".","","11","COOK","21","2","6","","","","","1","23","2","3","5","2","2","1","1","0","D12","0","0","0","0","0","0","2","8","3","9","","090000","060000","2875","0","0","2875","0","0","875","1250","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164313","29053","30","650","","","5","WOR-WIC TECH CMTY COLLEGE","1202 OLD OCEAN CITY ROAD","SALISBURY","MD","21801",".","","1","WICOMICO","13","1","3","1","1","","","","30","1","2","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","1","6","","080000","050000","0","672","3132","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"197683","29054","42","3210","","","5","YESHIVA OHEL SHMUEL","165 HAINES ROAD","BEDFORD HILLS","NY","10507",".","","21","WESTCHESTER","21","1","4","","","","","1","42","1","2","5","2","2","1","1","0","D12","0","0","0","0","0","0","2","7","2","9","","090000","060000","2100","0","0","0","0","0","1000","1500","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198747","29055","43","480","","","5","JOHN WESLEY COLLEGE","2314 N CENTENNIAL ST","HIGH POINT","NC","27260",".","","6","GUILFORD","21","1","4","","1","","1","1","43","3","5","5","2","2","1","3","0","D01","1","1","0","1","1","0","2","4","2","1","","090000","050000","2032","0","0","0","0","0","0","0","0","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218751","29058","50","440","","","5","SHERMAN C STRAIGHT CHIRO","P O BOX 1452","SPARTANBURG","SC","29304",".","","4","SPARTANBURG","21","2","5","0","","","","1","50","3","5","5","2","2","1","3","0","D03","","","1","","","","2","4","4","1","","100000","090000","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"112075","29059","14","620","","","5","CHRIST COLLEGE IRVINE","1530 CONCORDIA","IRVINE","CA","92715",".","","40","ORANGE","68","2","4","0","","1","1","1","14","4","8","5","2","2","1","3","0","C01","0","0","0","1","1","0","3","5","3","5","","090000","060000","3630","0","0","0","0","0","1335","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"29060","29060","31","1290","","","0","WORCESTER JOINT LIBRARY","768 MAIN STREET","","MA","01608",".","","3","","","","","","","","","","53","4","6","7","2","2","1","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29061","29061","53","530","","","0","HAROLD R. YEARY JT LIB","WEST END WASHINGTON ST","","TX","78040",".","","23","","","","","","","","","","31","1","1","7","1","2","1","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239521","29062","59","350","","","5","NORTHWESTERN COLLEGE","1300 WESTERN AVENUE","WATERTOWN","WI","53094",".","","9","JEFFERSON","39","1","4","","","1","","","59","2","3","5","2","2","1","1","0","D01","0","0","0","0","0","0","3","1","3","9","","090000","090000","1636","0","0","0","0","0","550","1000","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"241331","29063","66","50","","","5","CARIBBEAN CTR ADV STUDIES","BOX 41246 MINILLAS STA","SANTURCE","PR","00940",".","","","","21","1","8","","","","","1","66","7","9","4","2","2","1","3","0","D10","0","0","1","0","0","1","2","1","5","6","","080000","050000","0","0","0","2670","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"223773","29065","53","330","F","06","E","CEDAR VALLEY COLLEGE","3030 NORTH DALLAS AVENUE","LANCASTER","TX","75134",".","","5","DALLAS","12","1","3","1","1","","","","53","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","7","1","11","","050000","120000","0","252","1436","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"227191","29066","53","370","F","07","E","NORTH LAKE COLLEGE","5001 N MACARTHUR BLVD","IRVING","TX","75062",".","","5","DALLAS","13","1","3","1","1","","","","53","4","6","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","7","1","4","","080000","120000","0","252","1436","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8"
"29067","29067","10","570","C","00","A","U OF ALABAMA ALL INST","","UNIVERSITY","AL","35486",".","","7","","","","","","","","","","10","","","Z","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29068","29068","33","290","C","00","A","MINN CC SYSTEM ALL INST","","SAINT PAUL","MN","55101",".","","4","","","","","","","","","","33","2","4","Z","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29069","29069","33","580","D","00","A","STATE U SYS MINN ALL INST","","SAINT PAUL","MN","55101",".","","4","","","","","","","","","","33","2","4","Z","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175069","29070","33","590","D","98","C","STATE U SYS MINN SYS OFF","SUITE 230 555 PARK STREET","SAINT PAUL","MN","55103",".","","4","RAMSEY","","","","","","","","","33","2","4","7","0","7","7","","","","","","","","","","4","","","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29071","29071","36","90","A","00","A","MONTANA U SYSTEM ALL INST","","HELENA","MT","59601",".","","1","","","","","","","","","","36","4","7","Z","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180470","29072","36","100","A","98","C","MONTANA U SYS SYSTEM OFF","33 S LAST CHANCE GULCH","HELENA","MT","59620",".","","1","LEWIS AND CLARK","","","","","","","","","36","4","7","7","0","7","7","","","","","","","","","","4","","","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163444","29074","30","340","B","04","9","MONTGOMERY COL GERMANTOWN","20200 OBSERVATION DR","GERMANTOWN","MD","20874",".","","8","MONTGOMERY","13","1","3","1","1","","","","30","1","2","5","1","3","2","3","0","E01","1","1","0","1","1","0","1","7","2","8","","080000","050000","0","1089","2838","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
