unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"165006","SOUTH MAIN STREET","2","21","1495","1","BRADFORD","3","C01","9","6","2","ESSEX","001904","2132","091902","6173727161","31","4","1","99","BRADFORD COLLEGE","002132","0","1","1","270","0","0","0","","1803","1","1","0","2","0","7","0","1","0","0","0","0","6940","31","5","2065","","3","MA","5","31009","1","1","0","","2","99","01830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165015","SOUTH STREET","3","21","2135","1","WALTHAM","7","A01","17","8","2","MIDDLESEX","061952","2133","091948","6176472000","31","8","1","2","BRANDEIS UNIVERSITY","002133","0","1","1","280","0","0","0","3","1947","0","0","0","2","0","7","0","1","0","1","0","9350","9350","31","5","1850","","3","MA","5","31017","0","1","1","","2","2","02254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165316","128 COMMONWEALTH AVENUE","2","21","1236","1","BOSTON","8","E01","25","8","2","SUFFOLK","001894","2138","001892","6175364500","31","3","2","2","CHAMBERLAYNE JR COLLEGE","002138","0","1","1","320","0","0","0","","1892","1","0","0","2","0","7","1","0","1","0","0","0","3930","31","5","2294","","3","MA","5","31025","0","0","0","","3","2","02116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","4"
"165334","950 MAIN STREET","3","21","1470","1","WORCESTER","3","A01","27","3","2","WORCESTER","091891","2139","001889","6177937711","31","8","1","5","CLARK UNIVERSITY","002139","0","1","1","330","0","0","0","3","1887","0","1","1","2","0","7","0","1","0","1","1","8400","8620","31","5","1350","","3","MA","5","31027","0","1","1","","2","5","01610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167394","291 SPRINGFIELD STREET","2","30","1620","1","CHICOPEE","4","C01","13","2","2","HAMPDEN","061932","2140","091928","4135988351","31","4","1","5","COLLEGE OUR LADY OF ELMS","002140","0","1","1","350","0","0","0","2","1928","6","0","0","3","0","7","0","1","0","1","1","0","4900","31","5","1080","","2","MA","5","31013","1","2","0","","2","15","01013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","3"
"166124","","3","30","1650","1","WORCESTER","3","C01","27","3","2","WORCESTER","001865","2141","001849","6177932011","31","4","1","2","COLLEGE OF THE HOLY CROSS","002141","0","1","1","340","0","0","0","","1843","0","0","0","3","0","7","0","1","0","0","0","0","7700","31","5","1650","","3","MA","5","31027","0","0","0","","2","2","01610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165529","1071 BLUE HILL AVENUE","2","21","0","1","MILTON","7","C01","21","11","2","NORFOLK","061939","2143","091938","6173330500","31","6","1","2","CURRY COLLEGE","002143","0","1","1","370","0","0","0","9","1879","0","1","0","2","0","7","0","1","0","0","1","0","7645","31","5","3925","","3","MA","5","31021","0","1","0","","2","2","02186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","3"
"165574","99 MAIN STREET","2","21","1305","1","FRANKLIN","7","E01","21","3","2","NORFOLK","001942","2144","001941","6175289100","31","3","2","2","DEAN JUNIOR COLLEGE","002144","0","1","1","380","0","0","0","","1865","1","0","0","2","0","7","1","0","1","0","0","0","5645","31","5","1155","","3","MA","5","31021","1","0","0","","3","2","02038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165644","23 EAST ELM AVENUE","2","59","1150","4","QUINCY","7","C01","21","11","2","NORFOLK","001904","2145","001900","6177736350","31","6","1","6","EASTERN NAZARENE COLLEGE","002145","0","1","1","390","0","0","0","","1900","1","1","1","3","0","7","0","1","1","0","1","3960","3996","31","5","1150","","3","MA","5","31021","1","1","1","","2","6","02170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","3"
"165662","100 BEACON STREET","2","21","1480","1","BOSTON","8","B01","25","8","2","SUFFOLK","041919","2146","021886","6175788500","31","6","1","2","EMERSON COLLEGE","002146","0","1","1","400","0","0","0","","1880","0","1","1","2","0","7","0","1","0","1","0","3520","6990","31","5","2950","","3","MA","5","31025","0","1","1","","2","2","02116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165671","400 THE FENWAY","2","30","1160","1","BOSTON","8","C01","25","8","2","SUFFOLK","061923","2147","091919","6172779340","31","6","1","2","EMMANUEL COLLEGE","002147","0","1","1","410","0","0","0","9","1919","1","1","1","3","0","7","0","1","0","1","1","4292","5838","31","5","2085","","2","MA","5","31025","1","1","1","","2","2","02115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165699","","2","21","1650","1","BEVERLY","7","E01","9","6","2","ESSEX","061941","2148","091939","6179270585","31","3","2","10","ENDICOTT COLLEGE","002148","0","1","1","420","0","0","0","","1939","0","0","0","2","0","7","1","0","1","0","0","0","5500","31","5","1550","","2","MA","5","31009","0","0","0","","3","10","01915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165705","99 BRATTLE STREET","5","73","1175","1","CAMBRIDGE","7","D01","17","8","2","MIDDLESEX","061860","2149","061858","6178683450","31","7","1","99","EPISCOPAL DIVINITY SCHOOL","002149","0","1","1","430","0","0","0","7","1857","0","0","0","3","0","6","0","0","0","1","0","4600","0","31","5","900","","3","MA","5","31017","0","0","0","","2","99","02138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165802","118 BEACON STREET","2","21","1000","1","BOSTON","8","E01","25","8","2","SUFFOLK","001957","2150","001936","6172623240","31","3","2","99","FISHER JUNIOR COLLEGE","002150","0","1","1","440","0","0","0","","1903","1","1","0","2","0","7","1","0","1","0","0","0","4850","31","5","3300","","4","MA","5","31025","1","1","0","","3","99","02116","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165884","41 BERKELEY STREET","2","21","1810","1","BOSTON","8","E01","25","8","2","SUFFOLK","001909","2151","001908","6174234630","31","3","2","10","FRANKLIN INST OF BOSTON","002151","0","1","1","460","0","0","0","","1908","1","0","0","2","0","7","1","0","1","0","0","0","4820","31","5","2290","","3","MA","5","31025","1","0","0","","3","10","02116","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4"
"165936","255 GRAPEVINE ROAD","2","21","1023","2","WENHAM","7","C01","9","6","2","ESSEX","001896","2153","001889","6179272300","31","4","1","2","GORDON COLLEGE","002153","0","1","1","470","0","0","0","","1889","0","0","0","2","0","7","0","1","0","0","0","0","6015","31","5","1575","","3","MA","5","31009","0","0","0","","2","2","01984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","3"
"166054","50 GODDARD AVENUE","2","91","770","1","BROOKLINE","7","D01","21","4","2","NORFOLK","061942","2154","091937","6177313500","31","6","1","10","HELLENIC C-HOLY CROSS SCH","002154","0","1","1","530","0","0","0","9","1937","0","1","0","3","0","7","0","1","0","1","1","3600","3600","31","5","1800","","3","MA","5","31021","1","0","0","","2","27","02146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166027","","3","21","1925","1","CAMBRIDGE","7","A02","17","8","2","MIDDLESEX","001642","2155","001638","6174951000","31","8","1","6","HARVARD UNIVERSITY","002155","0","1","1","510","0","0","0","","1636","1","1","1","2","0","7","0","1","0","1","1","9800","9800","31","5","2375","","3","MA","5","31017","0","1","1","","1","67","02138","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","1","","","1","","1","","","","","","1","","1","","","","","","","","","","3"
"167561","10 GARDEN STREET","3","21","1925","1","CAMBRIDGE","7","C01","17","8","2","MIDDLESEX","061883","2156","101879","6174958000","31","4","1","2","RADCLIFFE COLLEGE","002156","0","1","1","820","0","0","0","2","1879","0","0","0","2","0","7","0","1","0","0","0","0","9800","31","5","1635","","2","MA","5","31017","0","0","0","","2","2","02138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166045","43 HAWES STREET","2","21","0","1","BROOKLINE","7","C01","21","4","2","NORFOLK","061925","2157","111921","6172328710","31","6","1","99","HEBREW COLLEGE","002157","0","1","1","520","0","0","0","4","1921","0","1","1","2","0","0","0","1","0","0","1","1310","1310","31","5","0","","3","MA","5","31021","0","1","1","","2","99","02146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166391","","2","21","1795","1","NEWTON","7","E01","17","4","2","MIDDLESEX","001854","2158","001851","6172432000","31","3","2","6","LASELL JUNIOR COLLEGE","002158","0","1","1","550","0","0","0","","1851","0","0","0","2","0","7","1","0","1","0","0","0","5115","31","5","1252","","2","MA","5","31017","0","0","0","","3","6","02166","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"164711","1003 MAIN STREET","2","21","1350","1","LEICESTER","3","E01","27","3","2","WORCESTER","001941","2159","001939","6178928122","31","3","2","99","BECKER JC-LEICESTER","002159","0","1","1","170","0","0","0","","1784","0","0","0","2","0","7","1","0","1","0","0","0","3580","31","5","1250","02","3","MA","E","31027","0","0","0","F","3","99","01524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166452","29 EVERETT STREET","3","21","1450","5","CAMBRIDGE","7","D08","17","8","2","MIDDLESEX","061911","2160","091909","6178689600","31","7","1","5","LESLEY COLLEGE","002160","0","1","1","560","0","0","0","9","1909","1","1","1","2","0","7","0","0","0","1","1","4680","6600","31","5","2700","","3","MA","5","31017","1","1","1","","2","5","02238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166513","1 UNIVERSITY AVENUE","2","12","1420","1","LOWELL","2","B01","17","5","1","MIDDLESEX","001898","2161","001894","6174525000","31","8","1","2","UNIVERSITY OF LOWELL","002161","0","1","1","1150","1442","3742","1430","","1894","1","1","0","1","3782","7","0","1","1","1","1","0","0","31","5","1287","","3","MA","5","31017","1","1","0","","2","13","01854","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","3"
"167093","424 BEACON STREET","6","21","0","2","BOSTON","8","D03","25","8","2","SUFFOLK","001896","2164","001894","6172662030","31","5","1","2","NEW ENGLAND C OPTOMETRY","002164","0","1","1","920","0","0","0","","1894","0","0","0","2","0","0","0","0","1","1","0","0","3120","31","5","0","","3","MA","5","31025","0","0","0","","2","2","02115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166656","179 LONGWOOD AVENUE","2","21","1600","2","BOSTON","8","D03","25","8","2","SUFFOLK","051869","2165","101868","6177322800","31","8","1","5","MASS C PHAR-HLTH SCI","002165","0","1","1","850","0","0","0","12","1823","0","1","1","2","0","7","0","0","1","1","0","6960","5616","31","5","2300","","3","MA","5","31025","0","1","1","","2","5","02115","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"164775","WEST STREET","2","12","0","1","PITTSFIELD","2","E01","3","1","1","BERKSHIRE","001961","2167","091960","4134994660","31","3","2","6","BERKSHIRE CMTY COLLEGE","002167","0","1","1","690","0","0","418","4","1960","1","0","0","1","1210","0","1","0","1","0","0","0","0","31","5","0","02","3","MA","E","31003","1","0","0","A","3","15","01201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"165194","ROUTE 132","2","12","0","1","W BARNSTABLE","1","E01","1","10","1","BARNSTABLE","061963","2168","091961","6173622131","31","3","2","5","CAPE COD CMTY COLLEGE","002168","0","1","1","720","0","0","838","10","1960","1","1","0","1","2397","0","1","0","1","0","0","0","0","31","5","0","15","3","MA","E","31001","1","1","0","A","3","15","02668","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"165981","COLLEGE DRIVE","2","12","0","1","GREENFIELD","1","E01","11","1","1","FRANKLIN","061964","2169","091962","4137743131","31","3","2","2","GREENFIELD CMTY COLLEGE","002169","0","1","1","730","0","0","407","7","1962","1","1","0","1","1211","0","1","0","1","0","0","0","0","31","5","0","05","3","MA","E","31011","1","1","0","A","3","13","01301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"166133","303 HOMESTEAD AVENUE","2","12","0","1","HOLYOKE","4","E01","13","1","1","HAMPDEN","001948","2170","001946","4135387000","31","3","2","2","HOLYOKE COMMUNITY COLLEGE","002170","0","1","1","740","0","0","825","","1946","1","0","0","1","2249","0","1","0","1","0","0","0","0","31","5","0","06","3","MA","E","31013","1","0","0","A","3","13","01040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"166647","50 OAKLAND STREET","2","12","0","1","WELSLEY HILLS","7","E01","21","4","1","NORFOLK","061963","2171","091961","6172371100","31","3","2","5","MASS BAY CMTY COLLEGE","002171","0","1","1","750","0","0","846","2","1961","1","0","0","1","2455","0","1","0","1","0","0","0","0","31","5","0","07","3","MA","E","31021","1","0","0","A","3","15","02181","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166957","444 GREEN STREET","2","12","0","1","GARDNER","2","E01","27","2","1","WORCESTER","061965","2172","091964","6176326600","31","3","2","6","MT WACHUSETT CMTY COLLEGE","002172","0","1","1","780","0","0","816","11","1963","1","1","0","1","2435","0","1","0","1","0","0","0","0","31","5","0","16","3","MA","E","31027","1","1","0","A","3","41","01440","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"167312","3 ESSEX","2","12","0","1","BEVERLY","7","E01","9","6","1","ESSEX","061967","2173","091965","6179274850","31","3","2","5","NORTH SHORE CMTY COLLEGE","002173","0","1","1","800","0","0","734","","1965","1","0","0","1","2198","0","1","0","1","0","0","0","0","31","5","0","11","3","MA","E","31009","1","1","0","A","3","15","01915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"167376","100 ELLIOTT STREET","2","12","0","1","HAVERHILL","3","E01","9","6","1","ESSEX","001963","2174","001961","6173740721","31","3","2","2","NTHN ESSEX CMTY COLLEGE","002174","0","1","1","790","0","0","900","","1960","1","1","0","1","2509","0","1","0","1","0","0","0","0","31","5","0","10","3","MA","E","31009","0","1","0","A","3","51","01830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"167534","670 WEST BOYLSTON STREET","2","12","0","1","WORCESTER","3","E01","27","3","1","WORCESTER","061965","2175","091963","6178532300","31","3","2","6","QUINSIGAMOND CMTY COLLEGE","002175","0","1","1","810","0","0","790","2","1963","1","1","0","1","2423","0","1","0","1","0","0","0","0","31","5","0","12","3","MA","E","31027","1","1","0","A","3","15","01606","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"165033","777 ELSBREE STREET","2","12","0","1","FALL RIVER","2","E01","5","4","1","BRISTOL","061968","2176","091966","6176782811","31","3","2","99","BRISTOL COMMUNITY COLLEGE","002176","0","1","1","700","0","0","797","12","1965","1","0","6","1","2405","0","1","0","1","0","0","0","0","31","5","0","03","3","MA","E","31005","1","0","0","A","3","99","02720","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"166823","ONE MASSASOIT BOULEVARD","2","12","0","1","BROCKTON","2","E01","23","11","1","PLYMOUTH","001968","2177","001966","6175889100","31","3","2","5","MASSASOIT CMTY COLLEGE","002177","0","1","1","760","0","0","773","","1966","1","0","0","1","2237","0","1","0","1","0","0","0","0","31","5","0","08","3","MA","E","31023","1","0","0","A","3","15","02402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","3"
"166683","77 MASSACHUSETTS AVENUE","3","21","1820","4","CAMBRIDGE","7","A01","17","8","2","MIDDLESEX","061868","2178","021865","6172531000","31","8","1","2","MASS INST OF TECHNOLOGY","002178","1","1","1","860","0","0","0","4","1861","0","0","0","2","0","7","0","1","0","1","0","10300","10300","31","5","2280","","3","MA","5","31017","0","1","1","","1","2","02139","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","3"
"166674","621 HUNTINGTON AVE","2","12","0","1","BOSTON","8","D06","25","8","1","SUFFOLK","001924","2180","001873","6172321555","31","6","1","2","MASS COLLEGE OF ART","002180","0","1","1","630","2066","2066","904","","1873","1","1","1","1","3024","0","0","0","0","1","1","0","0","31","5","0","07","3","MA","E","31025","1","1","1","B","2","35","02215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","3"
"166692","P O BOX D","3","12","1620","1","BUZZARDS BAY","1","D04","1","10","1","BARNSTABLE","001895","2181","001893","6177595761","31","4","1","7","MASS MARITIME ACADEMY","002181","0","1","1","640","0","0","904","","1891","0","0","0","1","1476","7","0","0","0","1","0","0","0","31","5","960","08","3","MA","E","31001","0","1","0","B","2","15","02532","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"165024","","2","12","1112","1","BRIDGEWATER","2","B01","23","9","1","PLYMOUTH","001841","2183","001840","6176971200","31","7","1","6","BRIDGEWATER STATE COLLEGE","002183","0","1","1","600","1323","3370","1268","","1840","1","1","1","1","3308","7","0","1","0","1","1","0","0","31","5","1030","03","3","MA","E","31023","0","1","1","B","2","15","02324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","3"
"165820","160 PEARL STREET","2","12","860","1","FITCHBURG","2","B01","27","2","1","WORCESTER","061936","2184","091894","6173452151","31","6","1","2","FITCHBURG STATE COLLEGE","002184","0","1","1","610","960","1200","888","9","1894","1","1","1","1","2976","7","0","1","0","1","1","0","0","31","5","1220","04","3","MA","E","31027","1","1","1","B","2","13","01420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","3"
"165866","100 STATE STREET BOX 2000","2","12","750","1","FRAMINGHAM","7","B01","17","5","1","MIDDLESEX","001841","2185","001839","6176201220","31","6","1","2","FRAMINGHAM STATE COLLEGE","002185","0","1","1","620","984","3080","888","","1839","0","1","1","1","2976","7","0","1","0","0","1","0","0","31","5","1100","05","3","MA","E","31017","0","1","1","B","2","52","01701","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167288","CHURCH STREET","2","12","1086","4","NORTH ADAMS","1","C01","3","1","1","BERKSHIRE","001896","2187","001894","4136644511","31","6","1","7","NORTH ADAMS STATE COLLEGE","002187","0","1","1","650","710","926","888","","1894","0","1","1","1","2976","7","0","1","0","1","1","0","0","31","5","1222","09","3","MA","E","31003","0","1","1","B","2","26","01247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","3"
"167729","352 LAFAYETTE STREET","6","12","1071","1","SALEM","7","B01","9","6","1","ESSEX","001856","2188","001854","6177450556","31","6","1","5","SALEM STATE COLLEGE","002188","0","1","1","660","1440","1800","1089","","1854","0","1","1","1","3117","7","0","1","0","1","1","0","0","31","5","930","10","3","MA","E","31009","0","1","1","B","2","15","01970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","3"
"168263","WESTERN AVENUE","2","12","1013","1","WESTFIELD","4","B01","13","1","1","HAMPDEN","001841","2189","001839","4135683311","31","7","1","5","WESTFIELD STATE COLLEGE","002189","0","1","1","670","1490","1730","1163","","1838","0","1","1","1","3251","7","0","1","0","0","1","0","0","31","5","1055","11","3","MA","E","31013","0","1","1","B","2","15","01086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","3"
"168430","486 CHANDLER STREET","2","12","866","1","WORCESTER","3","B01","27","3","1","WORCESTER","061876","2190","091874","6177938000","31","7","1","5","WORCESTER STATE COLLEGE","002190","0","1","1","680","870","996","1078","9","1874","0","1","1","1","3166","5","0","1","0","1","1","0","0","31","5","1070","12","3","MA","E","31027","0","1","1","B","2","15","01602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","3"
"166939","","3","21","1750","4","SOUTH HADLEY","4","C01","15","1","2","HAMPSHIRE","081838","2192","111837","4135382000","31","6","1","5","MOUNT HOLYOKE COLLEGE","002192","0","1","1","900","0","0","0","11","1837","0","0","0","2","0","7","0","1","0","0","1","4640","9400","31","5","1300","","2","MA","5","31015","0","0","0","","2","5","01075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"166948","777 DEDHAM STREET","2","21","2055","5","NEWTON CENTRE","7","E01","17","4","2","MIDDLESEX","001913","2193","001911","6179697000","31","4","1","2","MOUNT IDA COLLEGE","002193","0","1","1","910","0","0","0","","1899","0","0","0","2","0","7","1","1","1","0","0","0","4650","31","5","1315","","3","MA","5","31017","1","0","0","","2","2","02159","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
