UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,FAXTELE,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID 
134714,"International Academy","2550 S Ridgewood Ave","South Daytona","FL","32119",12, 5,"M Varol","Administrator","3867674600226","592124125","02257900",1,"www.intl-academy.com","www.intl-academy.edu","www.intl-academy.edu","www.intl-academy.edu",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,19660,1,422,-2,2,"-2","3867564447",12127,"Volusia County",1224,-80.997071,29.162387,32
134811,"AI Miami International University of Art and Design","1501 Biscayne Boulevard","Miami","FL","33132-1418",12, 5,"Erika Fleming","President","8002259023","58264106","00887800",1,"www.artinstitutes.edu/miami/","www.artinstitutes.edu/miami/Admissions/","www.artinstitutes.edu/miami/FinancialAid/","https://www.applyweb.com/apply/ifa/",3,1,3,7,1,1,20,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,30,-2,-2,-2,3,-2,56,2,2,2,33100,1,-2,-2,1,"Education Management Corporation","3053747946",12086,"Miami-Dade County",1218,-80.189022,25.789570,227
134875,"ATI College of Health","1525 NW 167th Street","Miami","FL","33169",12, 5,"David Wagner","Campus President","3056281000","752208589","02293202",1,"www.aticareertraining.edu"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,10,1,-1,4,1,2,40,2,2,2,33100,1,-2,-2,1,"ATI Enterprises Inc","3056233256",12086,"Miami-Dade County",1217,-80.227859,25.927290,128
134909,"ITT Technical Institute-Tampa","4809 Memorial Hwy","Tampa","FL","33634-7350",12, 5,"Dennis W Alspaugh","Director","8138852244","362061311","00732910",1,"www.itt-tech.edu"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,28,-2,-2,-2,2,-2,54,2,2,1,45300,1,-2,-2,1,"ITT Educational Services Inc","8138888451",12057,"Hillsborough County",1211,-82.547701,27.981806,220
134945,"Jacksonville University","2800 University Blvd N","Jacksonville","FL","32211-3394",12, 5,"Kerry D. Romesburg, Ph.D.","President","9042568000","590624412","00149500",1,"www.jacksonville.edu"," "," "," ",2,1,2,7,1,1,20,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"JU",2,19,13,7,8,3,10,21,1,2,2,27260,1,-2,-2,2,"-2"," ",12031,"Duval County",1203,-81.602695,30.351660,172
135063,"Jones College-Jacksonville","5353 Arlington Expy","Jacksonville","FL","32211",12, 5,"Dorothy D Jones","CEO President","9047431122","590587238","00149700",1,"www.jones.edu","adm.jones.edu","www.jones.edu/financial-aid/","www.jones.edu/admissions/",2,1,2,5,1,2,30,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,15,-1,5,2,6,32,2,2,1,27260,1,-2,-2,2,"-2","9047434446",12031,"Duval County",1203,-81.607545,30.327025,196
135081,"Keiser University-Ft Lauderdale","1500 NW 49th St.","Fort Lauderdale","FL","33309",12, 5,"Dr. Arthur Keiser","Chancellor","9547764476","591829662","02151900",1,"www.keiseruniversity.edu"," "," "," ",3,1,3,9,1,1,12,1,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,23,2,2,6,3,15,40,2,2,4,33100,1,-2,-2,2,"-2","9542291623",12011,"Broward County",1223,-80.163102,26.186579,200
135124,"Heritage Institute-Ft Myers","6630 Orion Drive, Suite 200","Fort Myers","FL","33912",12, 5,"Eva Hutson","School Director","2399365822","841499709","02597100",1,"heritage-education.com"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",4,10,1,-1,4,1,2,-3,2,2,2,15980,1,-2,-2,1,"Weston Educational Inc","2392259117",12071,"Lee County",1214,-81.847756,26.544621,128
135142,"La Belle Beauty School","1495 West 49 Street","Hialeah","FL","33012",12, 5,"Linda  Balboa","C.A.","3055580562","591686693","02287100",1,"labellebeauty.net","labellebeauty.net"," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,2,"-2","3053620665",12086,"Miami-Dade County",1221,-80.312593,25.866660,28
135160,"Florida Gateway College","Highway 90 East","Lake City","FL","32025-2007",12, 5,"Charles W Hall","President","3867521822","590971286","00150100",1,"https://www.fgc.edu/","https://www.fgc.edu/students/admissions.aspx","https://www.fgc.edu/students/financial-aid.aspx","https://www.fgc.edu/students/admissions/applying-for-admission.aspx",4,2,1,3,1,2,40,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,"FGC",4,2,1,-1,2,1,2,40,1,2,2,29380,2,-2,-2,2,"-2","3867544594",12023,"Columbia County",1204,-82.575280,30.188970,101
135179,"Lake Technical Center","2001 Kurt Street","Eustis","FL","32726",12, 5,"Diane Culpepper","Director","35258922500","200940772","02228300",1,"www.laketech.org"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,36740,1,422,-2,2,"-2","3524832611",12069,"Lake County",1208,-81.691658,28.836422,4
135188,"Lake-Sumter Community College","9501 US Hwy 441","Leesburg","FL","34788-8751",12, 5,"Dr. Charles R. Mojock","President","3527873747","591210132","00150200",1,"www.lscc.edu"," "," "," ",4,2,1,3,1,2,40,1,2,2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1,"LSCC",4,5,1,-1,1,1,3,40,1,2,2,36740,1,422,-2,2,"-2"," ",12069,"Lake County",1205,-81.797963,28.827472,98
135267,"Lee County High Tech Center Central","3800 Michigan Ave","Fort Myers","FL","33916-2204",12, 5,"William B. McCormick","Director","2393344544","596000701","00755800",1,"www.hightechcentral.org"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,"High Tech Central",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,15980,1,-2,-2,1,"Florida State Board of Education","2393324839",12071,"Lee County",1214,-81.833044,26.648511,4
135276,"Lively Technical Center","500 N Appleyard Dr","Tallahassee","FL","32304-2895",12, 5,"Woody Hildebrandt","Principal","8504877555","-1","00558500",1,"www.livelytech.com"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,45220,1,-2,-2,1,"Leon County School Board","8504877416",12073,"Leon County",1202,-84.337954,30.448648,4
135294,"Lindsey Hopkins Technical Education Center","750 NW 20 Street","Miami","FL","33127",12, 5,"Nyce Daniel","Principal","30532460707009","-1","00558600",1,"lindsey.dadeschools.net"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,2,"-2"," ",12086,"Miami-Dade County",1217,-80.210083,25.795095,4
135337,"Loraines Academy Inc","1012 58th St N","Saint Petersburg","FL","33710",12, 5,"Nancy B Fordham","Administrator","7273474247105","591144048","01016100",1,"www.lorainesacademy.edu/","www.lorainesacademy.edu/","www.lorainesacademy.edu/","www.lorainesacademy.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,45300,1,-2,-2,2,"-2","7273476491",12103,"Pinellas County",1210,-82.712361,27.781917,34
135364,"Luther Rice University","3038 Evans Mill Rd","Lithonia","GA","30038-2418",13, 5,"James Flanagan","President","7704841204","591197022","03100900",1,"www.lru.edu","www.lru.edu/Content.aspx?page=admissions&tool=admissions","www.lru.edu/Content.aspx?page=financial_information","https://www.lru.edu/Forms/ApplicationNew.aspx?",2,1,2,9,1,1,13,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,24,-2,-2,-2,6,-2,51,2,2,2,12060,1,122,-2,2,"-2","7704841155",13089,"DeKalb County",1304,-84.123449,33.698513,208
135391,"State College of Florida-Manatee-Sarasota","5840 26th St W","Bradenton","FL","34207",12, 5,"Lars A. Hafner","President","9417525000","596031182","00150400",1,"www.scf.edu"," "," "," ",1,1,1,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"SCF",3,7,1,-1,2,1,4,40,1,2,4,35840,1,494,-2,2,"-2"," ",12081,"Manatee County",1213,-82.587749,27.437427,142
135407,"Manatee Technical Institute","5603 34th Street West","Bradenton","FL","34210-5603",12, 5,"Mary Cantrell","Director","94175179002244","596000728","00561200",1,"www.manateetechnicalinstitute.org/","www.manateetechnicalinstitute.org/","www.manateetechnicalinstitute.org/financial.html","www.manateetechnicalinstitute.org/admission.html",4,2,1,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"M.T.I.",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,35840,1,494,-2,1,"Florida State Board of Education","9417517927",12081,"Manatee County",1213,-82.595768,27.441007,3
135416,"Manhattan Hairstyling Academy","4315 S Manhattan Ave","Tampa","FL","33611",12, 5,"Robert E Valdez","Chief Executive Director","8132580505","591731191","02148300",1,"www.beautyschoolsdirectory.com/schools/manhat_tampa_s/"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,"Manhattan Hairstyling Academy",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,45300,1,-2,-2,1,"Manhattan Beauty School, Inc.","8132580901",12057,"Hillsborough County",1211,-82.518427,27.901731,24
135434,"Margate School of Beauty Inc","5281 Coconut Creek Pkwy","Margate","FL","33063",12, 5,"Stan Barnett","President","9549729630","591754250","02156300",1,"www.margateschoolofbeauty.net"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,2,"-2","9549721546",12011,"Broward County",1219,-80.196909,26.244621,25
135522,"Traviss Career Center","3225 Winter Lake Rd","Lakeland","FL","33803",12, 5,"Wayne Dickens","Director","8634992700","264968874","00560800",1,"www.traviss.edu"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,29460,1,-2,-2,1,"Florida State Board of Education","8634992706",12105,"Polk County",1212,-81.894257,27.996752,1
135610,"Trinity International University-Florida","8190 West State Road 84","Davie","FL","33324",12, 5,"Dr. G. Craig Williford","University President","9543826400","362216176","00177201",1,"www.tiu.edu/florida"," "," "," ",2,1,2,7,1,1,20,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,22,15,8,5,5,6,32,1,2,1,33100,1,-2,-2,2,"-2","9543826470",12011,"Broward County",1220,-80.256922,26.100238,197
135647,"Miami Lakes Educational Center","5780 NW 158th St","Miami Lakes","FL","33014",12, 5,"James V. Parker","Principal","30555711002254","596000572","02316200",1,"mlec.dadeschools.net"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,33100,1,-2,-2,2,"-2","3055577391",12086,"Miami-Dade County",1221,-80.294687,25.916929,4
135717,"Miami Dade College","300 NE 2nd Ave.","Miami","FL","33132-2297",12, 5,"Eduardo J Padron","College President","3052378888","591210485","00150600",1,"www.mdc.edu/main/","www.mdc.edu/prospective/","www.mdc.edu/Financial_aid/","https://sisvsr.mdc.edu/admission2/default.aspx",1,1,1,5,1,2,30,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"MDC|MDCC|Miami-Dade Community College|Miami Dade",3,12,2,-1,5,2,15,40,1,2,5,33100,1,-2,-2,2,"-2","3052377913",12086,"Miami-Dade County",1218,-80.190377,25.777650,142
135726,"University of Miami","University of Miami","Coral Gables","FL","33124",12, 5,"Dr. Donna E. Shalala","President","3052842211","590624458","00153600",1,"www.miami.edu/","www.miami.edu/index.php/admission/","www.miami.edu/index.php/office_of_financial_assistance/","www.miami.edu/index.php/ug/applying/applynow/",2,1,2,9,1,1,11,1,2,1,1,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,11,14,13,5,16,15,1,2,4,33100,1,-2,-2,2,"-2","3052842507",12086,"Miami-Dade County",1218,-80.260000,25.750000,150
135735,"Mid Florida Tech","2900 West Oak Ridge Road","Orlando","FL","32809",12, 5,"Adelina M. Brann","Sr. Director","40725160470","596000771","02501500",1,"www.mft.ocps.net","www.mft.ocps.net","www.mft.ocps.net"," ",4,2,1,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"Mid-Florida Tech | O-TEC Mid Florida Tech | O-TEC Mid-Florida Tech | Mid-Florida Technical Institute",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,36740,1,422,-2,1,"Orange County Public Schools","4078582239",12095,"Orange County",1203,-81.415216,28.472350,12
135771,"Beauty Schools of America-Miami","1176 SW 67th Avenue","Miami","FL","33144",12, 5,"John W. Rebstock","President/CEO","3052676604","650132657","02283801",1,"www.bsa.edu/","www.admission.html","www.bsa.edu/contact-us.html","www.bsa.edu/signup/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,1,"Coral Springs Schools Inc","3053903175",12086,"Miami-Dade County",1218,-80.303886,25.760773,24
135939,"Remington College-Tampa Campus","6302 E. Dr. Martin Luther King Jr. Blvd, Ste 400","Tampa","FL","33619",12, 5,"Rosalie Lampone","Campus President","8139355700","593317757","00758600",1,"www.remingtoncollege.edu/tampa-technical-school-overview","www.remingtoncollege.edu/career-colleges-admissions-process","www.remingtoncollege.edu/career-school-financial-aid"," ",3,1,3,5,1,2,30,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3," ",3,23,2,-1,9,2,6,54,2,2,1,45300,1,-2,-2,1,"Remington College","8139357415",12057,"Hillsborough County",1211,-82.386563,27.981593,202
135957,"Everest Institute-North Miami","111 NW 183rd St, Ste 200","Miami","FL","33169-4538",12, 5,"Mario Miro","College President","3059499500","591720069","02121800",1,"www.everest.edu/campus/miami"," "," "," ",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3," ",4,10,1,-1,4,1,2,-3,2,2,2,33100,1,-2,-2,1,"Corinthian Colleges Inc","3059565758",12086,"Miami-Dade County",1217,-80.203692,25.942671,128
136011,"Everest Institute-Hialeah","530 W. 49th Street","Hialeah","FL","33012",12, 5,"Michael Escalante","Campus President","3055589500","591720069","02121801",1,"www.everest.edu/campus/hialeah","www.everest.edu/campus/hialeah","www.everest.edu/campus/hialeah","www.everest.edu/campus/hialeah",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3," ",4,10,1,-1,4,1,2,-3,2,2,1,33100,1,-2,-2,1,"Corinthian Colleges Inc","3055584419",12086,"Miami-Dade County",1221,-80.293629,25.866534,128
136048,"Academy of Healing Arts Massage & Facial Skin Care","3141 S Military Tr","Lake Worth","FL","33463-2113",12, 5,"Angela Artemik","Co-Owner","5619655550","650035062","03113400",1,"www.ahamassage.com"," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,"Academy of Palm Beach",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,33100,1,-2,-2,2,"-2","5616412603",12099,"Palm Beach County",1219,-80.113110,26.631187,43
136066,"Lincoln College of Technology-West Palm Beach","2410 Metrocentre Blvd","West Palm Beach","FL","33407",12, 5,"Charles Halliday","Campus President","5618428324","222074593","02280800",1,"www.lincolntech.com"," "," "," ",3,1,3,5,1,2,30,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Lincoln Culinary Institute",3,14,2,-1,9,2,9,-3,2,2,2,33100,1,-2,-2,1,"Lincoln Educational Services"," ",12099,"Palm Beach County",1223,-80.093277,26.757031,145
136075,"Fortis College-Tampa","3910 US Hwy 301 N Suite 200","Tampa","FL","33619",12, 5,"Ray Nunziata","Campus Director","8136201446","592059304","02305700",1,"gulfcoastcollege.edu","fortis.edu","fortis.edu","fortis.edu",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,10,1,-1,4,1,1,40,2,2,1,45300,1,-2,-2,1,"Career Training Institute Orlando Inc","8136201641",12057,"Hillsborough County",1211,-82.360486,27.979796,131
136109,"Paul Mitchell the School-Jacksonville","4624 Town Crossing Drive, Suite 155","Jacksonville","FL","32205",12, 5,"Melissa Jenkins","Director","80130288011021","-1","02149900",1," "," "," "," ",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,27260,1,-2,-2,1,"Paul Mitchell Schools"," ",12031,"Duval County",1204,-81.527238,30.260466,36
136145,"North Florida Community College","325 NW Turner Davis Dr","Madison","FL","32340",12, 5,"John Grosskopf","President","8509732288","591214592","00150800",1,"www.nfcc.edu","www.nfcc.edu/admissions","www.nfcc.edu/admissions/fees--financial-aid"," ",4,2,1,4,1,2,40,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,1,1,-1,1,1,2,40,1,2,2,-2,-2,-2,-2,2,"-2","8509731696",12079,"Madison County",1204,-83.422120,30.474930,105
136172,"University of North Florida","1 UNF Drive","Jacksonville","FL","32224-2645",12, 5,"John A. Delaney","President","9046201000","592976169","00984100",1,"www.unf.edu","www.unf.edu/admissions/","www.unf.edu/es/onestop/finaid/","www.unf.edu/admissions/applying/applyonline.html",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UNF",2,18,10,18,8,3,15,21,1,2,4,27260,1,-2,-2,1,"State University System of Florida","9046202414",12031,"Duval County",1204,-81.507853,30.270917,157
136206,"Northwood University-Florida","2600 N Military Trail","West Palm Beach","FL","33409-2911",12, 5,"Keith A. Pretty","President","5614785500","381624684","00407215",1,"www.northwood.edu","www.northwood.edu/fl/admissions/","www.northwood.edu/fl/financialaid/","https://admissions.northwood.edu/",2,1,2,7,1,1,20,1,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,29,-2,-2,-2,2,-2,-3,2,2,1,33100,1,-2,-2,1,"Northwood University","5616403328",12099,"Palm Beach County",1219,-80.110685,26.715785,222
136215,"Nova Southeastern University","3301 College Ave","Fort Lauderdale","FL","33314-7796",12, 5,"Ray Ferrero Jr","Chancellor","9542627300","591083502","00150900",1,"www.nova.edu","www.nova.edu/cwis/admissions.html","www.nova.edu/cwis/finaid/index.html","www.nova.edu/admissions/apply/index.html",2,1,2,9,1,1,11,1,2,2,1,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,13,18,7,6,15,16,1,2,5,33100,1,-2,-2,2,"-2"," ",12011,"Broward County",1220,-80.238441,26.079871,153
136233,"Northwest Florida State College","100 College Blvd","Niceville","FL","32578-1295",12, 5,"Dr. Ty Handy","President","8506785111","591214054","00151000",1,"www.nwfsc.edu"," "," "," ",1,1,1,5,1,2,30,1,2,2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,1,"formerly Okaloosa-Walton College",3,12,2,-1,5,2,12,40,1,2,3,18880,1,-2,-2,2,"-2","8507295215",12091,"Okaloosa County",1201,-86.473749,30.534787,142
136251,"Orange Park International School of Beauty","2170 Park Ave","Orange Park","FL","32073",12, 5,"Charles Weatherly","Administrator","9042645201","202361807","04134900",1,"orangeparkbeautyacademy.com","orangeparkbeautyacademy.com","orangeparkbeautyacademy.com"," ",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,27260,1,-2,-2,1,"CHI OBPA,INC.","9042640626",12019,"Clay County",1206,-81.701112,30.163107,42
136288,"Everest University-North Orlando","5421 Diplomat Circle","Orlando","FL","32810",12, 5,"Michael Beaty","President","4076285870","330717605","00149900",1,"www.everest.edu/campus/north_orlando"," "," "," ",3,1,3,7,1,1,20,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3,"Florida Metropolitan University-North Orlando",3,23,2,2,6,3,9,22,2,2,2,36740,1,422,-2,1,"Corinthian Colleges Inc"," ",12095,"Orange County",1208,-81.387543,28.610652,200
136303,"Orlando Tech","301 W Amelia Street","Orlando","FL","32801-1197",12, 5,"F. Lynne Voltaggio","Senior Director","4072467060","596000771","02513200",1,"www.orlandotech.ocps.net"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,36740,1,422,-2,1,"Orange County Public Schools","4073173420",12095,"Orange County",1203,-81.383055,28.549506,4
136330,"Palm Beach Atlantic University-West Palm Beach","901 S. Flagler Drive","West Palm Beach","FL","33401",12, 5,"Dr. Lu Hardin","President","5618032000","591092732","00884900",1,"www.pba.edu","www.pba.edu/admissions/","www.pba.edu/admissions/financial-aid/index.cfm","www.pba.edu/admissions/applyonline.cfm",2,1,2,9,1,1,13,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Palm Beach Atlantic |PBA",2,19,13,11,11,4,11,21,2,2,2,33100,1,-2,-2,1,"Palm Beach Atlantic University Inc","5618032064",12099,"Palm Beach County",1222,-80.049183,26.720655,172
136358,"Palm Beach State College","4200 Congress Ave","Lake Worth","FL","33461-4796",12, 5,"Dennis P. Gallon","President","5619677222","591216000","00151200",1,"www.palmbeachstate.edu/","www.palmbeachstate.edu/admissions.xml","www.palmbeachstate.edu/FinancialAid.xml","www.facts.org",1,1,1,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",3,5,1,-1,1,1,5,40,1,2,5,33100,1,-2,-2,2,"-2","5618683379",12099,"Palm Beach County",1222,-80.089020,26.615684,142
136400,"Pasco-Hernando Community College","10230 Ridge Road","New Port Richey","FL","34654-5199",12, 5,"Katherine M. Johnson, Ed.D","President","7278472727","591385831","01065200",1,"www.phcc.edu","www.phcc.edu/admissions/","www.phcc.edu/financialaid/","phcc.edu/ecampus/wise.php",4,2,1,3,1,2,40,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",4,5,1,-1,2,1,4,40,1,2,4,45300,1,-2,-2,2,"-2","7278163315",12101,"Pasco County",1205,-82.645386,28.278004,96
136473,"Pensacola State College","1000 College Blvd","Pensacola","FL","32504-8998",12, 5,"Dr. C. Ed Meadows","President","8504841000","591207555","00151300",1,"www.pensacolastate.edu","www.pensacolastate.edu/students/studentsGettingStarted.asp","www.pensacolastate.edu/students/services/financialServices.asp","www.pensacolastate.edu/students/studentsGettingStarted.asp",1,1,1,5,1,2,30,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"Pensacola State",3,3,1,-1,2,1,4,40,1,2,4,37860,1,-2,-2,2,"-2","8504842181",12033,"Escambia County",1201,-87.201791,30.479480,142
136491,"Pinellas Technical Education Center-Clearwater","6100 154th Ave N","Clearwater","FL","33760-2140",12, 5,"Mr Mark Ericksen","Site Director","72753871672106","596000799","00560500",1,"www.myptec.org","www.myptec.org","www.myptec.org"," ",4,2,1,4,1,2,0,2,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,2,45300,1,-2,-2,1,"Florida State Board of Education","7275244445",12103,"Pinellas County",1210,-82.719246,27.912360,4
136516,"Polk State College","999 Avenue H NE","Winter Haven","FL","33881-4299",12, 5,"Eileen Holden","President","8632971000","591209033","00151400",1,"www.polk.edu","www.polk.edu/futurestudents/admission/Pages/default.aspx","www.polk.edu/futurestudents/financingandpayingforcollege/Pages/default.aspx","facts23.facts.org/admissions/user.do?ficeCode=00015140000&application=C",1,1,1,5,1,2,30,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"PSC",3,3,1,-1,1,1,4,40,1,2,4,29460,1,-2,-2,2,"-2","8632971056",12105,"Polk County",1212,-81.712648,28.030155,142
136659,"Radford M Locklin Technical Center","5330 Berryhill Rd","Milton","FL","32570-8188",12, 5,"Charles A Etheredge","Principal","8509835700","-1","02554200",1,"www.locklintech.com"," "," "," ",4,2,1,4,1,2,0,2,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1," ",6,-3,-3,-3,-3,-3,-3,-3,2,2,1,37860,1,-2,-2,1,"Florida State Board of Education","8509835715",12113,"Santa Rosa County",1201,-87.099433,30.646731,1
136701,"Saint Vincent de Paul Regional Seminary","10701 S Military Tr","Boynton Beach","FL","33436-4899",12, 5,"Keith Brennan","Rector President","5617324424156","591028326","00822300",1,"www.svdp.edu","www.svdp.edu","www.svdp.edu/aboutus/oscar_library.asp#aid","www.svdp.edu",2,1,2,7,2,1,20,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"St. Vincent de Paul Regional Seminary | St Vincent de Paul Regional Seminary",1,24,-2,-2,-2,7,-2,51,2,2,1,33100,1,-2,-2,2,"-2","5617372205",12099,"Palm Beach County",1219,-80.123246,26.516943,207
136738,"ATI Career Training Center-Miami","7265 NW 25th Street","Miami","FL","33122-1707",12, 5,"Maribel Cintron","Executive Director","30559130606700","752208589","02293201",1,"www.aticareertraining.edu"," "," "," ",6,2,3,4,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,40,2,2,2,33100,1,-2,-2,1,"ATI Enterprises Inc","3057184978",12086,"Miami-Dade County",1221,-80.314429,25.797042,75
136747,"ATI Career Training Center-Oakland Park","3501 Northwest 9th Avenue","Oakland Park","FL","33309",12, 5,"Dwight Berry","Executive Director","9545635899","752208589","02293200",1,"www.aticareertraining.edu"," "," "," ",6,2,3,4,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2," ",6,-3,-3,-3,-3,-3,-3,40,2,2,2,33100,1,-2,-2,1,"ATI Enterprises Inc","9545680874",12011,"Broward County",1223,-80.154768,26.170415,75
